illumination,Date,Text1
12.1% Visible,Moon phase details at 19 December 2014,"388,900.89 km"
6.02% Visible,Moon phase details at 20 December 2014,"384,042.84 km"
1.87% Visible,Moon phase details at 21 December 2014,"379,157.40 km"
0.05% Visible,Moon phase details at 22 December 2014,"374,524.28 km"
0.88% Visible,Moon phase details at 23 December 2014,"370,418.12 km"
4.44% Visible,Moon phase details at 24 December 2014,"367,086.15 km"
10.57% Visible,Moon phase details at 25 December 2014,"364,728.25 km"
18.88% Visible,Moon phase details at 26 December 2014,"363,481.97 km"
28.83% Visible,Moon phase details at 27 December 2014,"363,413.68 km"
39.76% Visible,Moon phase details at 28 December 2014,"364,515.78 km"
51.04% Visible,Moon phase details at 29 December 2014,"366,709.62 km"
62.07% Visible,Moon phase details at 30 December 2014,"369,853.26 km"
72.34% Visible,Moon phase details at 31 December 2014,"373,753.32 km"
81.4% Visible,Moon phase details at 1 January 2015,"378,180.04 km"
88.89% Visible,Moon phase details at 2 January 2015,"382,884.23 km"
94.55% Visible,Moon phase details at 3 January 2015,"387,614.61 km"
98.24% Visible,Moon phase details at 4 January 2015,"392,133.48 km"
99.9% Visible,Moon phase details at 5 January 2015,"396,229.08 km"
99.55% Visible,Moon phase details at 6 January 2015,"399,723.51 km"
97.32% Visible,Moon phase details at 7 January 2015,"402,475.80 km"
93.37% Visible,Moon phase details at 8 January 2015,"404,381.28 km"
87.88% Visible,Moon phase details at 9 January 2015,"405,368.67 km"
81.07% Visible,Moon phase details at 10 January 2015,"405,397.14 km"
73.18% Visible,Moon phase details at 11 January 2015,"404,455.11 km"
64.43% Visible,Moon phase details at 12 January 2015,"402,561.91 km"
55.06% Visible,Moon phase details at 13 January 2015,"399,772.55 km"
45.33% Visible,Moon phase details at 14 January 2015,"396,184.13 km"
35.54% Visible,Moon phase details at 15 January 2015,"391,941.67 km"
26.04% Visible,Moon phase details at 16 January 2015,"387,240.26 km"
17.26% Visible,Moon phase details at 17 January 2015,"382,320.85 km"
9.74% Visible,Moon phase details at 18 January 2015,"377,458.18 km"
4.03% Visible,Moon phase details at 19 January 2015,"372,941.62 km"
0.69% Visible,Moon phase details at 20 January 2015,"369,051.35 km"
0.14% Visible,Moon phase details at 21 January 2015,"366,033.67 km"
2.55% Visible,Moon phase details at 22 January 2015,"364,079.36 km"
7.77% Visible,Moon phase details at 23 January 2015,"363,307.83 km"
15.4% Visible,Moon phase details at 24 January 2015,"363,758.42 km"
24.83% Visible,Moon phase details at 25 January 2015,"365,389.39 km"
35.37% Visible,Moon phase details at 26 January 2015,"368,083.67 km"
46.36% Visible,Moon phase details at 27 January 2015,"371,660.82 km"
57.24% Visible,Moon phase details at 28 January 2015,"375,893.45 km"
67.51% Visible,Moon phase details at 29 January 2015,"380,526.72 km"
76.78% Visible,Moon phase details at 30 January 2015,"385,298.46 km"
84.76% Visible,Moon phase details at 31 January 2015,"389,957.64 km"
91.2% Visible,Moon phase details at 1 February 2015,"394,279.07 km"
95.95% Visible,Moon phase details at 2 February 2015,"398,072.78 km"
98.89% Visible,Moon phase details at 3 February 2015,"401,187.85 km"
99.99% Visible,Moon phase details at 4 February 2015,"403,511.60 km"
99.26% Visible,Moon phase details at 5 February 2015,"404,965.82 km"
96.77% Visible,Moon phase details at 6 February 2015,"405,502.16 km"
92.61% Visible,Moon phase details at 7 February 2015,"405,098.76 km"
86.93% Visible,Moon phase details at 8 February 2015,"403,759.55 km"
79.9% Visible,Moon phase details at 9 February 2015,"401,516.88 km"
71.7% Visible,Moon phase details at 10 February 2015,"398,436.93 km"
62.57% Visible,Moon phase details at 11 February 2015,"394,626.55 km"
52.74% Visible,Moon phase details at 12 February 2015,"390,238.85 km"
42.53% Visible,Moon phase details at 13 February 2015,"385,474.95 km"
32.29% Visible,Moon phase details at 14 February 2015,"380,579.18 km"
22.52% Visible,Moon phase details at 15 February 2015,"375,826.81 km"
13.77% Visible,Moon phase details at 16 February 2015,"371,504.73 km"
6.7% Visible,Moon phase details at 17 February 2015,"367,887.65 km"
1.95% Visible,Moon phase details at 18 February 2015,"365,213.37 km"
0.03% Visible,Moon phase details at 19 February 2015,"363,660.67 km"
1.17% Visible,Moon phase details at 20 February 2015,"363,332.87 km"
5.28% Visible,Moon phase details at 21 February 2015,"364,248.71 km"
11.96% Visible,Moon phase details at 22 February 2015,"366,341.35 km"
20.6% Visible,Moon phase details at 23 February 2015,"369,465.32 km"
30.5% Visible,Moon phase details at 24 February 2015,"373,410.70 km"
41.03% Visible,Moon phase details at 25 February 2015,"377,922.89 km"
51.62% Visible,Moon phase details at 26 February 2015,"382,725.59 km"
61.82% Visible,Moon phase details at 27 February 2015,"387,543.97 km"
71.29% Visible,Moon phase details at 28 February 2015,"392,124.64 km"
79.73% Visible,Moon phase details at 1 March 2015,"396,250.10 km"
86.92% Visible,Moon phase details at 2 March 2015,"399,746.16 km"
92.67% Visible,Moon phase details at 3 March 2015,"402,483.03 km"
96.83% Visible,Moon phase details at 4 March 2015,"404,371.60 km"
99.29% Visible,Moon phase details at 5 March 2015,"405,357.43 km"
99.99% Visible,Moon phase details at 6 March 2015,"405,415.02 km"
98.89% Visible,Moon phase details at 7 March 2015,"404,544.18 km"
96.02% Visible,Moon phase details at 8 March 2015,"402,769.58 km"
91.45% Visible,Moon phase details at 9 March 2015,"400,143.58 km"
85.28% Visible,Moon phase details at 10 March 2015,"396,751.45 km"
77.67% Visible,Moon phase details at 11 March 2015,"392,717.01 km"
68.83% Visible,Moon phase details at 12 March 2015,"388,206.61 km"
59% Visible,Moon phase details at 13 March 2015,"383,428.95 km"
48.5% Visible,Moon phase details at 14 March 2015,"378,628.86 km"
37.75% Visible,Moon phase details at 15 March 2015,"374,074.69 km"
27.24% Visible,Moon phase details at 16 March 2015,"370,039.84 km"
17.59% Visible,Moon phase details at 17 March 2015,"366,780.90 km"
9.48% Visible,Moon phase details at 18 March 2015,"364,515.06 km"
3.58% Visible,Moon phase details at 19 March 2015,"363,399.95 km"
0.44% Visible,Moon phase details at 20 March 2015,"363,518.27 km"
0.34% Visible,Moon phase details at 21 March 2015,"364,868.89 km"
3.23% Visible,Moon phase details at 22 March 2015,"367,365.66 km"
8.76% Visible,Moon phase details at 23 March 2015,"370,844.21 km"
16.36% Visible,Moon phase details at 24 March 2015,"375,076.54 km"
25.4% Visible,Moon phase details at 25 March 2015,"379,791.92 km"
35.26% Visible,Moon phase details at 26 March 2015,"384,701.60 km"
45.41% Visible,Moon phase details at 27 March 2015,"389,523.50 km"
55.46% Visible,Moon phase details at 28 March 2015,"394,003.28 km"
65.04% Visible,Moon phase details at 29 March 2015,"397,928.66 km"
73.9% Visible,Moon phase details at 30 March 2015,"401,136.02 km"
81.79% Visible,Moon phase details at 31 March 2015,"403,509.85 km"
88.49% Visible,Moon phase details at 1 April 2015,"404,977.72 km"
93.81% Visible,Moon phase details at 2 April 2015,"405,503.29 km"
97.58% Visible,Moon phase details at 3 April 2015,"405,080.46 km"
99.63% Visible,Moon phase details at 4 April 2015,"403,729.97 km"
99.87% Visible,Moon phase details at 5 April 2015,"401,499.46 km"
98.23% Visible,Moon phase details at 6 April 2015,"398,466.18 km"
94.69% Visible,Moon phase details at 7 April 2015,"394,741.11 km"
89.33% Visible,Moon phase details at 8 April 2015,"390,472.51 km"
82.25% Visible,Moon phase details at 9 April 2015,"385,846.75 km"
73.66% Visible,Moon phase details at 10 April 2015,"381,084.74 km"
63.84% Visible,Moon phase details at 11 April 2015,"376,433.22 km"
53.15% Visible,Moon phase details at 12 April 2015,"372,150.95 km"
42.04% Visible,Moon phase details at 13 April 2015,"368,491.17 km"
31.06% Visible,Moon phase details at 14 April 2015,"365,682.39 km"
20.83% Visible,Moon phase details at 15 April 2015,"363,909.49 km"
12.03% Visible,Moon phase details at 16 April 2015,"363,297.41 km"
5.32% Visible,Moon phase details at 17 April 2015,"363,898.89 km"
1.22% Visible,Moon phase details at 18 April 2015,"365,687.65 km"
0.01% Visible,Moon phase details at 19 April 2015,"368,558.00 km"
1.69% Visible,Moon phase details at 20 April 2015,"372,331.72 km"
5.97% Visible,Moon phase details at 21 April 2015,"376,772.04 km"
12.38% Visible,Moon phase details at 22 April 2015,"381,603.98 km"
20.35% Visible,Moon phase details at 23 April 2015,"386,538.31 km"
29.37% Visible,Moon phase details at 24 April 2015,"391,295.72 km"
38.95% Visible,Moon phase details at 25 April 2015,"395,627.24 km"
48.7% Visible,Moon phase details at 26 April 2015,"399,327.86 km"
58.31% Visible,Moon phase details at 27 April 2015,"402,242.51 km"
67.5% Visible,Moon phase details at 28 April 2015,"404,265.10 km"
76% Visible,Moon phase details at 29 April 2015,"405,333.38 km"
83.59% Visible,Moon phase details at 30 April 2015,"405,422.56 km"
90.01% Visible,Moon phase details at 1 May 2015,"404,540.43 km"
95.02% Visible,Moon phase details at 2 May 2015,"402,725.20 km"
98.39% Visible,Moon phase details at 3 May 2015,"400,046.38 km"
99.92% Visible,Moon phase details at 4 May 2015,"396,607.51 km"
99.45% Visible,Moon phase details at 5 May 2015,"392,548.83 km"
96.89% Visible,Moon phase details at 6 May 2015,"388,047.93 km"
92.24% Visible,Moon phase details at 7 May 2015,"383,316.46 km"
85.6% Visible,Moon phase details at 8 May 2015,"378,592.26 km"
77.19% Visible,Moon phase details at 9 May 2015,"374,126.95 km"
67.36% Visible,Moon phase details at 10 May 2015,"370,170.25 km"
56.52% Visible,Moon phase details at 11 May 2015,"366,952.94 km"
45.19% Visible,Moon phase details at 12 May 2015,"364,670.14 km"
33.95% Visible,Moon phase details at 13 May 2015,"363,466.61 km"
23.42% Visible,Moon phase details at 14 May 2015,"363,425.22 km"
14.26% Visible,Moon phase details at 15 May 2015,"364,559.27 km"
7.05% Visible,Moon phase details at 16 May 2015,"366,809.41 km"
2.25% Visible,Moon phase details at 17 May 2015,"370,045.80 km"
0.11% Visible,Moon phase details at 18 May 2015,"374,076.17 km"
0.66% Visible,Moon phase details at 19 May 2015,"378,659.63 km"
3.68% Visible,Moon phase details at 20 May 2015,"383,525.60 km"
8.81% Visible,Moon phase details at 21 May 2015,"388,395.51 km"
15.62% Visible,Moon phase details at 22 May 2015,"393,004.14 km"
23.66% Visible,Moon phase details at 23 May 2015,"397,117.36 km"
32.53% Visible,Moon phase details at 24 May 2015,"400,543.71 km"
41.87% Visible,Moon phase details at 25 May 2015,"403,139.13 km"
51.38% Visible,Moon phase details at 26 May 2015,"404,805.87 km"
60.77% Visible,Moon phase details at 27 May 2015,"405,488.28 km"
69.79% Visible,Moon phase details at 28 May 2015,"405,168.06 km"
78.16% Visible,Moon phase details at 29 May 2015,"403,861.43 km"
85.61% Visible,Moon phase details at 30 May 2015,"401,619.12 km"
91.82% Visible,Moon phase details at 31 May 2015,"398,528.70 km"
99.95% Visible,Moon phase details at 3 June 2015,"385,648.13 km"
98.32% Visible,Moon phase details at 4 June 2015,"380,835.97 km"
94.32% Visible,Moon phase details at 5 June 2015,"376,175.62 km"
88.05% Visible,Moon phase details at 6 June 2015,"371,925.99 km"
79.78% Visible,Moon phase details at 7 June 2015,"368,329.62 km"
69.92% Visible,Moon phase details at 8 June 2015,"365,595.44 km"
58.99% Visible,Moon phase details at 9 June 2015,"363,884.16 km"
47.56% Visible,Moon phase details at 10 June 2015,"363,297.41 km"
36.24% Visible,Moon phase details at 11 June 2015,"363,871.06 km"
25.64% Visible,Moon phase details at 12 June 2015,"365,572.72 km"
16.34% Visible,Moon phase details at 13 June 2015,"368,303.47 km"
8.84% Visible,Moon phase details at 14 June 2015,"371,903.96 km"
3.52% Visible,Moon phase details at 15 June 2015,"376,164.91 km"
0.59% Visible,Moon phase details at 16 June 2015,"380,841.83 km"
0.1% Visible,Moon phase details at 17 June 2015,"385,672.69 km"
1.91% Visible,Moon phase details at 18 June 2015,"390,396.71 km"
5.77% Visible,Moon phase details at 19 June 2015,"394,771.69 km"
11.37% Visible,Moon phase details at 20 June 2015,"398,587.41 km"
18.36% Visible,Moon phase details at 21 June 2015,"401,673.71 km"
26.42% Visible,Moon phase details at 22 June 2015,"403,903.04 km"
35.23% Visible,Moon phase details at 23 June 2015,"405,188.97 km"
44.5% Visible,Moon phase details at 24 June 2015,"405,482.86 km"
53.98% Visible,Moon phase details at 25 June 2015,"404,771.31 km"
63.38% Visible,Moon phase details at 26 June 2015,"403,075.84 km"
72.43% Visible,Moon phase details at 27 June 2015,"400,455.44 km"
80.81% Visible,Moon phase details at 28 June 2015,"397,010.93 km"
88.16% Visible,Moon phase details at 29 June 2015,"392,888.73 km"
94.07% Visible,Moon phase details at 30 June 2015,"388,281.38 km"
98.12% Visible,Moon phase details at 1 July 2015,"383,422.57 km"
99.93% Visible,Moon phase details at 2 July 2015,"378,575.38 km"
99.22% Visible,Moon phase details at 3 July 2015,"374,014.98 km"
95.86% Visible,Moon phase details at 4 July 2015,"370,007.87 km"
89.96% Visible,Moon phase details at 5 July 2015,"366,791.08 km"
81.86% Visible,Moon phase details at 6 July 2015,"364,554.04 km"
72.04% Visible,Moon phase details at 7 July 2015,"363,425.32 km"
61.12% Visible,Moon phase details at 8 July 2015,"363,464.76 km"
49.73% Visible,Moon phase details at 9 July 2015,"364,661.15 km"
38.48% Visible,Moon phase details at 10 July 2015,"366,934.69 km"
27.94% Visible,Moon phase details at 11 July 2015,"370,143.96 km"
18.61% Visible,Moon phase details at 12 July 2015,"374,096.70 km"
10.91% Visible,Moon phase details at 13 July 2015,"378,563.83 km"
5.15% Visible,Moon phase details at 14 July 2015,"383,295.80 km"
1.51% Visible,Moon phase details at 15 July 2015,"388,039.66 km"
0.04% Visible,Moon phase details at 16 July 2015,"392,555.06 km"
0.68% Visible,Moon phase details at 17 July 2015,"396,627.16 km"
3.3% Visible,Moon phase details at 18 July 2015,"400,075.23 km"
7.69% Visible,Moon phase details at 19 July 2015,"402,756.32 km"
13.59% Visible,Moon phase details at 20 July 2015,"404,565.13 km"
20.76% Visible,Moon phase details at 21 July 2015,"405,431.41 km"
28.95% Visible,Moon phase details at 22 July 2015,"405,317.39 km"
37.88% Visible,Moon phase details at 23 July 2015,"404,216.88 km"
47.31% Visible,Moon phase details at 24 July 2015,"402,157.35 km"
56.98% Visible,Moon phase details at 25 July 2015,"399,204.77 km"
66.59% Visible,Moon phase details at 26 July 2015,"395,469.64 km"
75.8% Visible,Moon phase details at 27 July 2015,"391,111.62 km"
84.2% Visible,Moon phase details at 28 July 2015,"386,339.71 km"
91.3% Visible,Moon phase details at 29 July 2015,"381,405.48 km"
96.57% Visible,Moon phase details at 30 July 2015,"376,588.76 km"
99.52% Visible,Moon phase details at 31 July 2015,"372,176.97 km"
99.75% Visible,Moon phase details at 1 August 2015,"368,441.18 km"
97.1% Visible,Moon phase details at 2 August 2015,"365,612.91 km"
91.68% Visible,Moon phase details at 3 August 2015,"363,864.88 km"
83.87% Visible,Moon phase details at 4 August 2015,"363,297.98 km"
74.27% Visible,Moon phase details at 5 August 2015,"363,935.29 km"
63.53% Visible,Moon phase details at 6 August 2015,"365,722.91 km"
52.32% Visible,Moon phase details at 7 August 2015,"368,536.70 km"
41.25% Visible,Moon phase details at 8 August 2015,"372,194.17 km"
30.83% Visible,Moon phase details at 9 August 2015,"376,470.06 km"
21.5% Visible,Moon phase details at 10 August 2015,"381,114.35 km"
13.59% Visible,Moon phase details at 11 August 2015,"385,870.80 km"
7.36% Visible,Moon phase details at 12 August 2015,"390,493.98 km"
2.99% Visible,Moon phase details at 13 August 2015,"394,762.82 km"
0.55% Visible,Moon phase details at 14 August 2015,"398,489.65 km"
0.06% Visible,Moon phase details at 15 August 2015,"401,524.01 km"
1.45% Visible,Moon phase details at 16 August 2015,"403,752.34 km"
4.63% Visible,Moon phase details at 17 August 2015,"405,094.90 km"
9.43% Visible,Moon phase details at 18 August 2015,"405,502.05 km"
15.68% Visible,Moon phase details at 19 August 2015,"404,951.87 km"
23.16% Visible,Moon phase details at 20 August 2015,"403,450.44 km"
31.66% Visible,Moon phase details at 21 August 2015,"401,035.45 km"
40.95% Visible,Moon phase details at 22 August 2015,"397,782.33 km"
